forecast_date,target,target_end_date,location,type,quantile,value
2021-02-28,1 wk ahead cum death,2021-03-06,Iowa,point,,5659
2021-02-28,1 wk ahead cum death,2021-03-06,Kansas,point,,4828
2021-02-28,1 wk ahead cum death,2021-03-06,Kentucky,point,,4795
2021-02-28,1 wk ahead cum death,2021-03-06,Louisiana,point,,9735
2021-02-28,1 wk ahead cum death,2021-03-06,Maine,point,,718
2021-02-28,1 wk ahead cum death,2021-03-06,Maryland,point,,7973
2021-02-28,1 wk ahead cum death,2021-03-06,Massachusetts,point,,16339
2021-02-28,1 wk ahead cum death,2021-03-06,Michigan,point,,16663
2021-02-28,1 wk ahead cum death,2021-03-06,Minnesota,point,,6619
2021-02-28,1 wk ahead cum death,2021-03-06,Mississippi,point,,6779
2021-02-28,1 wk ahead cum death,2021-03-06,Missouri,point,,8467
2021-02-28,1 wk ahead cum death,2021-03-06,Montana,point,,1379
2021-02-28,1 wk ahead cum death,2021-03-06,Nebraska,point,,2159
2021-02-28,1 wk ahead cum death,2021-03-06,Nevada,point,,5092
2021-02-28,1 wk ahead cum death,2021-03-06,New Hampshire,point,,1193
2021-02-28,1 wk ahead cum death,2021-03-06,New Jersey,point,,23551
2021-02-28,1 wk ahead cum death,2021-03-06,New Mexico,point,,3787
2021-02-28,1 wk ahead cum death,2021-03-06,New York,point,,48334
2021-02-28,1 wk ahead cum death,2021-03-06,North Carolina,point,,11597
2021-02-28,1 wk ahead cum death,2021-03-06,North Dakota,point,,1502
2021-02-28,1 wk ahead cum death,2021-03-06,Ohio,point,,17433
2021-02-28,1 wk ahead cum death,2021-03-06,Oklahoma,point,,4522
2021-02-28,1 wk ahead cum death,2021-03-06,Oregon,point,,2261
2021-02-28,1 wk ahead cum death,2021-03-06,Pennsylvania,point,,24247
2021-02-28,1 wk ahead cum death,2021-03-06,Rhode Island,point,,2557
2021-02-28,1 wk ahead cum death,2021-03-06,South Carolina,point,,8766
2021-02-28,1 wk ahead cum death,2021-03-06,South Dakota,point,,1909
2021-02-28,1 wk ahead cum death,2021-03-06,Tennessee,point,,11657
2021-02-28,1 wk ahead cum death,2021-03-06,Texas,point,,44571
2021-02-28,1 wk ahead cum death,2021-03-06,Utah,point,,2007
2021-02-28,1 wk ahead cum death,2021-03-06,Vermont,point,,213
2021-02-28,1 wk ahead cum death,2021-03-06,Virginia,point,,8640
2021-02-28,1 wk ahead cum death,2021-03-06,Washington,point,,5085
2021-02-28,1 wk ahead cum death,2021-03-06,West Virginia,point,,2337
2021-02-28,1 wk ahead cum death,2021-03-06,Wisconsin,point,,7106
2021-02-28,1 wk ahead cum death,2021-03-06,Wyoming,point,,686
